Rk,Tm,Year,#Matching,W,L,,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SH,SF,IBB,HBP,GDP,SB,CS,WPA
450,MIN,2015,162,83,79,Ind. Games,6017,5467,696,1349,277,44,156,661,439,1264,.247,.305,.399,.704,30,41,31,40,133,70,38,-1.6
451,MIN,1988,162,91,71,Ind. Games,6181,5510,759,1508,294,31,151,710,528,832,.274,.340,.421,.761,37,50,52,55,130,107,63,6.8
452,MIN,1993,162,71,91,Ind. Games,6209,5601,693,1480,261,27,121,642,493,850,.264,.327,.385,.713,27,37,35,51,150,83,59,-6.2
453,MIN,1998,162,70,92,Ind. Games,6263,5641,734,1499,285,32,115,691,506,915,.266,.328,.389,.717,18,52,33,45,155,112,54,-10.2
454,MIN,2003,162,90,72,Ind. Games,6324,5655,801,1567,318,45,155,755,512,1027,.277,.341,.431,.772,42,52,36,63,139,94,44,2.8
455,MIL,2013,162,74,88,Ind. Games,6064,5474,640,1381,238,43,157,610,407,1183,.252,.311,.398,.708,77,35,22,71,116,142,50,1.0
456,MIL,1991,162,83,79,Ind. Games,6311,5611,799,1523,247,53,116,750,556,802,.271,.336,.396,.732,52,66,48,23,137,106,68,3.6
457,MIL,1996,162,80,82,Ind. Games,6434,5662,894,1578,304,40,178,845,624,986,.279,.353,.441,.794,45,50,35,53,115,101,48,-3.8
458,MIL,2001,162,68,94,Ind. Games,6148,5488,740,1378,273,30,209,712,488,1399,.251,.319,.426,.745,65,35,44,72,102,66,36,-6.0
459,MIL,2006,162,75,87,Ind. Games,6130,5433,730,1400,301,20,180,695,502,1233,.258,.327,.420,.747,58,53,48,82,133,71,37,-1.4
460,MIL,2011,162,96,66,Ind. Games,6113,5447,721,1422,276,31,185,693,481,1083,.261,.325,.425,.750,85,44,53,56,114,94,31,10.2
461,MIL,2016,162,73,89,Ind. Games,6061,5330,671,1299,249,19,194,641,599,1543,.244,.322,.407,.729,53,39,34,37,131,181,56,-9.1
462,MIL,1989,162,81,81,Ind. Games,6085,5473,707,1415,235,32,126,660,455,791,.259,.318,.382,.701,51,54,41,50,108,165,62,2.0
463,MIL,2009,162,80,82,Ind. Games,6296,5510,785,1447,281,37,182,757,610,1231,.263,.341,.426,.767,58,47,44,71,128,68,37,8.2
464,MIL,2014,162,82,80,Ind. Games,6065,5462,650,1366,297,28,150,617,423,1197,.250,.311,.397,.708,70,37,32,73,135,102,43,-1.3
465,MIL,1987,162,91,71,Ind. Games,6370,5625,862,1552,272,46,163,832,598,1040,.276,.346,.428,.774,63,50,40,32,104,176,74,5.8
466,MIL,1992,162,92,70,Ind. Games,6183,5504,740,1477,272,35,82,683,511,779,.268,.330,.375,.705,61,72,45,33,102,256,115,1.6
467,MIL,2002,162,56,106,Ind. Games,6083,5415,627,1369,269,29,139,597,500,1125,.253,.320,.390,.711,79,34,37,55,144,94,50,-16.4
468,MIL,2007,162,83,79,Ind. Games,6238,5554,801,1455,310,37,231,774,501,1137,.262,.329,.456,.785,60,47,60,76,112,96,32,1.7
469,MIL,2012,162,83,79,Ind. Games,6224,5557,776,1442,300,39,202,741,466,1240,.259,.325,.437,.762,76,35,35,90,111,158,39,6.6
470,MIL,1980,162,86,76,Ind. Games,6242,5653,811,1555,298,36,203,774,455,745,.275,.329,.448,.777,58,51,59,25,97,131,56,4.7
471,MIL,1990,162,74,88,Ind. Games,6185,5503,732,1408,247,36,128,680,519,821,.256,.320,.384,.704,59,71,46,33,101,164,72,0.8
472,MIL,2005,162,81,81,Ind. Games,6156,5448,726,1413,327,19,175,689,531,1162,.259,.331,.423,.754,66,38,55,73,137,79,34,-1.1
473,MIL,2010,162,77,85,Ind. Games,6304,5606,750,1471,293,33,182,710,546,1216,.262,.335,.424,.759,35,35,35,81,115,81,26,3.3
474,MIL,2015,162,68,94,Ind. Games,6024,5480,655,1378,274,34,145,624,412,1299,.251,.307,.393,.700,55,34,35,41,130,84,29,-6.8
475,MIL,1983,162,87,75,Ind. Games,6240,5620,764,1556,281,57,132,732,475,665,.277,.333,.418,.751,61,57,51,27,135,101,49,7.3
476,MIL,1988,162,87,75,Ind. Games,6066,5488,682,1409,258,26,113,632,439,911,.257,.314,.375,.689,59,41,55,37,123,159,55,-4.5
477,MIL,2017,162,86,76,Ind. Games,6135,5467,732,1363,267,22,224,695,547,1571,.249,.322,.429,.751,42,26,34,53,116,128,41,0.0
478,MIL,1993,162,69,93,Ind. Games,6222,5525,733,1426,240,25,125,688,555,932,.258,.328,.378,.706,57,45,52,40,117,138,93,-4.2
479,MIL,1998,162,74,88,Ind. Games,6232,5541,707,1439,266,17,152,673,532,1039,.260,.330,.396,.726,61,32,36,66,135,81,59,-2.3
480,MIL,2003,162,68,94,Ind. Games,6270,5548,714,1423,266,24,196,685,547,1221,.256,.329,.419,.748,62,40,41,71,158,99,39,-1.2
481,MIL,2008,162,90,72,Ind. Games,6252,5535,750,1398,324,35,198,722,550,1203,.253,.325,.431,.757,54,43,44,69,97,108,38,5.4
482,MIA,2014,162,77,85,Ind. Games,6185,5538,645,1399,254,36,122,614,501,1419,.253,.317,.378,.694,71,39,49,35,143,58,21,-1.8
483,MIA,2017,162,77,85,Ind. Games,6248,5602,778,1497,271,31,194,743,486,1282,.267,.331,.431,.761,50,41,48,67,119,91,30,3.7
484,MIA,2012,162,69,93,Ind. Games,6057,5437,609,1327,261,39,137,576,484,1228,.244,.308,.382,.690,60,40,46,35,114,149,41,-7.8
485,MIA,2015,162,71,91,Ind. Games,5988,5463,613,1420,236,40,120,575,375,1150,.260,.310,.384,.694,71,40,30,39,133,112,45,-3.7
486,MIA,2013,162,62,100,Ind. Games,6021,5449,513,1257,219,31,95,485,432,1232,.231,.293,.335,.627,57,26,31,56,131,78,29,-21.6
487,LAD,1991,162,93,69,Ind. Games,6159,5408,665,1366,191,29,108,605,583,957,.253,.326,.359,.685,94,46,50,28,109,126,68,5.3
488,LAD,1996,162,90,72,Ind. Games,6185,5538,703,1396,215,33,150,661,516,1190,.252,.316,.384,.701,74,35,59,22,112,124,40,-1.4
489,LAD,2017,162,104,58,Ind. Games,6191,5408,770,1347,312,20,221,730,649,1380,.249,.334,.437,.771,31,38,41,64,119,77,28,6.6
490,LAD,2001,162,86,76,Ind. Games,6169,5493,758,1399,264,27,206,714,519,1062,.255,.323,.425,.748,57,44,45,56,115,89,42,3.2
491,LAD,2006,162,88,74,Ind. Games,6394,5628,820,1552,307,58,153,787,601,959,.276,.348,.432,.781,66,48,61,51,140,128,49,0.2
492,LAD,1984,162,79,83,Ind. Games,6042,5399,580,1316,213,23,102,530,488,829,.244,.306,.348,.654,92,48,56,14,120,109,69,-7.4
493,LAD,2016,162,91,71,Ind. Games,6164,5518,725,1376,272,21,189,680,525,1321,.249,.319,.409,.728,30,32,31,58,120,45,26,1.5
494,LAD,1999,162,77,85,Ind. Games,6338,5567,793,1480,253,23,187,761,594,1030,.266,.339,.420,.760,74,51,34,52,109,167,68,-3.8
495,LAD,2004,162,93,69,Ind. Games,6244,5542,761,1450,226,30,203,731,536,1092,.262,.332,.423,.755,69,35,45,62,121,102,41,4.8
496,LAD,2009,162,95,67,Ind. Games,6385,5592,780,1511,278,39,145,739,607,1068,.270,.346,.412,.758,78,44,76,63,141,116,48,4.7
497,LAD,1982,162,88,74,Ind. Games,6361,5642,691,1487,222,32,138,661,528,804,.264,.327,.388,.715,106,55,83,30,98,151,56,-1.3
498,LAD,2014,162,94,68,Ind. Games,6231,5560,718,1476,302,38,134,686,519,1246,.265,.333,.406,.738,47,43,30,61,119,138,50,6.8
499,LAD,1987,162,73,89,Ind. Games,6114,5517,635,1389,236,23,125,594,445,923,.252,.309,.371,.680,82,39,70,31,126,128,59,-10.0
500,LAD,1992,162,63,99,Ind. Games,6038,5368,548,1333,201,34,72,499,503,899,.248,.313,.339,.652,102,40,36,24,111,142,78,-8.8
501,LAD,1997,162,88,74,Ind. Games,6216,5544,742,1488,242,33,174,706,498,1079,.268,.330,.418,.748,105,36,46,33,109,131,64,-0.1
502,LAD,2002,162,92,70,Ind. Games,6146,5554,713,1464,286,29,155,693,428,940,.264,.320,.409,.729,67,44,50,53,140,96,37,0.7
503,LAD,2007,162,82,80,Ind. Games,6282,5614,735,1544,276,35,129,706,511,864,.275,.337,.406,.743,58,55,41,41,116,137,50,-5.0
504,LAD,2012,162,86,76,Ind. Games,6091,5438,637,1369,269,23,116,607,481,1156,.252,.317,.374,.690,82,38,49,52,139,104,44,-3.2
505,LAD,1985,162,95,67,Ind. Games,6224,5502,682,1434,226,28,129,632,539,846,.261,.328,.382,.710,104,46,69,31,108,136,58,5.0
506,LAD,1990,162,86,76,Ind. Games,6179,5491,728,1436,222,27,129,669,538,952,.262,.328,.382,.711,71,48,78,31,110,141,65,7.0
507,LAD,2000,162,86,76,Ind. Games,6312,5481,798,1408,265,28,211,756,668,1083,.257,.341,.431,.771,66,46,42,51,129,95,42,2.1
508,LAD,2005,162,71,91,Ind. Games,6134,5433,685,1374,284,21,149,653,541,1094,.253,.326,.395,.721,57,33,30,67,139,58,35,-4.2
509,LAD,2010,162,80,82,Ind. Games,6140,5426,667,1368,270,29,120,621,533,1184,.252,.322,.379,.700,85,50,57,46,123,92,50,-6.6
510,LAD,2015,162,92,70,Ind. Games,6090,5385,667,1346,263,26,187,638,563,1258,.250,.326,.413,.739,49,30,31,60,135,59,34,2.9
511,LAD,1988,162,94,67,Ind. Games,6045,5431,628,1346,217,25,99,587,437,947,.248,.305,.352,.657,95,50,65,32,118,131,46,1.4
512,LAD,1993,162,81,81,Ind. Games,6261,5588,675,1458,234,28,130,639,492,937,.261,.321,.383,.704,107,47,48,27,105,126,61,-9.5
513,LAD,1998,162,83,79,Ind. Games,6077,5459,669,1374,209,27,159,630,447,1056,.252,.310,.387,.698,91,43,31,36,98,137,53,-5.2
514,LAD,2003,162,85,77,Ind. Games,6036,5458,574,1328,260,25,124,544,407,985,.243,.303,.368,.671,71,28,43,72,121,80,36,-16.6
515,LAD,2008,162,84,78,Ind. Games,6194,5506,700,1455,271,29,137,659,543,1032,.264,.333,.399,.732,64,38,62,43,153,126,43,-3.3
516,LAD,2013,162,92,70,Ind. Games,6145,5491,649,1447,281,17,138,618,476,1146,.264,.326,.396,.722,71,48,45,57,130,78,28,3.0
517,LAD,1986,162,73,89,Ind. Games,6101,5471,638,1373,232,14,130,599,478,966,.251,.313,.370,.683,81,39,58,32,110,155,67,-2.1
518,LAA,2006,162,89,73,Ind. Games,6221,5609,766,1539,309,29,159,737,486,914,.274,.334,.425,.759,31,53,49,42,126,148,57,-3.0
519,LAA,2011,162,86,76,Ind. Games,6088,5513,667,1394,289,34,155,629,442,1086,.253,.313,.402,.714,50,32,33,51,126,135,52,-3.2
520,LAA,2016,162,74,88,Ind. Games,6041,5431,717,1410,279,20,156,686,471,991,.260,.322,.405,.726,36,49,21,51,147,73,34,0.1
521,LAA,2009,162,97,65,Ind. Games,6305,5622,883,1604,293,33,173,841,547,1054,.285,.350,.441,.792,43,52,32,41,128,148,63,11.8
522,LAA,2014,162,98,64,Ind. Games,6285,5652,773,1464,304,31,155,729,492,1266,.259,.322,.406,.728,26,54,42,60,112,81,39,9.6
523,LAA,2007,162,94,68,Ind. Games,6198,5554,822,1578,324,23,123,776,507,883,.284,.345,.417,.762,32,65,55,40,146,139,55,4.3
524,LAA,2012,162,89,73,Ind. Games,6121,5536,767,1518,273,22,187,732,449,1113,.274,.332,.433,.764,47,41,29,47,138,134,33,8.9
525,LAA,2017,162,80,82,Ind. Games,6073,5415,710,1314,251,14,186,678,523,1198,.243,.315,.397,.712,17,46,30,70,141,136,44,-0.9
526,LAA,2005,162,95,67,Ind. Games,6186,5624,761,1520,278,30,147,726,447,848,.270,.325,.409,.734,43,39,51,29,125,161,57,1.3
527,LAA,2010,162,80,82,Ind. Games,6089,5488,681,1363,276,19,155,656,466,1070,.248,.311,.390,.702,42,37,28,52,125,104,52,-6.7
528,LAA,2015,162,85,77,Ind. Games,5990,5417,661,1331,243,21,176,621,435,1150,.246,.307,.396,.702,37,40,34,58,116,52,34,-0.6
529,LAA,2008,162,100,62,Ind. Games,6155,5540,765,1486,274,25,159,721,481,987,.268,.330,.413,.743,32,50,52,52,140,129,48,4.5
530,LAA,2013,162,78,84,Ind. Games,6260,5588,733,1476,270,39,164,696,523,1221,.264,.329,.414,.743,37,64,40,48,150,82,34,2.2
531,KCR,2008,162,75,87,Ind. Games,6118,5608,691,1507,303,28,120,650,392,1005,.269,.320,.397,.717,32,36,31,50,144,79,38,-8.5
532,KCR,2013,162,86,76,Ind. Games,6093,5549,648,1443,254,34,112,620,422,1048,.260,.315,.379,.694,37,42,38,42,131,153,32,-4.8
533,KCR,1986,162,76,86,Ind. Games,6128,5561,654,1403,264,45,137,618,474,919,.252,.313,.390,.703,24,33,40,36,101,97,46,-10.5
534,KCR,1991,162,82,80,Ind. Games,6244,5584,727,1475,290,41,117,689,523,969,.264,.328,.394,.722,53,47,47,35,127,119,68,-6.1
535,KCR,2001,162,65,97,Ind. Games,6176,5643,729,1503,277,37,152,691,406,898,.266,.318,.409,.727,36,47,31,44,134,100,42,-10.7
536,KCR,2006,162,62,100,Ind. Games,6229,5589,757,1515,335,37,124,718,474,1040,.271,.332,.411,.743,52,48,32,64,130,65,34,-2.2
537,KCR,2011,162,71,91,Ind. Games,6267,5672,730,1560,325,41,129,705,442,1006,.275,.329,.415,.744,55,57,37,39,121,153,58,-3.5
538,KCR,2017,162,80,82,Ind. Games,6027,5536,702,1436,260,24,193,660,390,1166,.259,.311,.420,.731,17,37,19,45,160,91,31,-3.0
539,KCR,2016,162,81,81,Ind. Games,6052,5552,675,1450,264,33,147,640,382,1224,.261,.312,.400,.712,38,34,23,45,134,121,35,-5.1
540,KCR,1984,162,84,78,Ind. Games,6065,5543,673,1487,269,52,117,639,400,832,.268,.317,.399,.716,41,55,39,24,128,106,64,-2.2
541,KCR,1989,162,92,70,Ind. Games,6151,5475,690,1428,227,41,101,653,554,897,.261,.329,.373,.702,42,50,50,29,141,154,51,3.1
542,KCR,2004,162,58,104,Ind. Games,6153,5538,720,1432,261,29,150,675,461,1057,.259,.322,.397,.720,40,38,28,76,130,67,48,-10.4
543,KCR,2009,162,65,97,Ind. Games,6103,5532,686,1432,276,51,144,657,457,1091,.259,.318,.405,.724,38,32,20,42,135,88,29,-8.9
544,KCR,2014,162,89,73,Ind. Games,6058,5545,651,1456,286,29,95,604,380,985,.263,.314,.376,.690,33,47,22,53,131,153,36,-2.5
545,KCR,1982,162,90,72,Ind. Games,6178,5629,784,1603,295,58,132,746,442,758,.285,.337,.428,.765,32,49,37,25,141,133,48,6.1
546,KCR,1987,162,83,79,Ind. Games,6128,5499,715,1443,239,40,168,677,523,1034,.262,.328,.412,.740,34,42,32,30,128,125,43,-5.9
547,KCR,1992,162,72,90,Ind. Games,6084,5501,610,1411,284,42,75,568,439,741,.256,.315,.364,.679,45,46,30,51,121,131,71,-11.7
548,KCR,2002,162,62,100,Ind. Games,6206,5535,737,1415,285,42,140,695,524,921,.256,.323,.398,.721,44,51,27,52,106,140,65,-8.9
549,KCR,2007,162,69,93,Ind. Games,6140,5534,706,1447,300,46,102,660,428,1069,.261,.322,.388,.710,41,47,34,89,151,78,44,-11.8
550,KCR,2012,162,72,90,Ind. Games,6149,5636,676,1492,295,37,131,643,404,1032,.265,.317,.400,.716,26,41,35,42,130,132,38,-8.4
551,KCR,1980,162,97,65,Ind. Games,6357,5714,809,1633,266,59,115,766,508,709,.286,.345,.413,.758,34,63,45,38,147,185,43,7.8
552,KCR,1985,162,91,71,Ind. Games,6095,5500,687,1384,261,49,154,657,473,840,.252,.313,.401,.714,44,41,57,36,124,128,48,-2.0
553,KCR,2000,162,77,85,Ind. Games,6394,5709,879,1644,281,27,150,831,511,840,.288,.348,.425,.773,56,70,28,48,139,121,35,3.5
554,KCR,2005,162,56,106,Ind. Games,6086,5503,701,1445,289,34,126,653,424,1008,.263,.320,.396,.716,46,50,23,63,139,53,33,-7.5
555,KCR,2010,162,67,95,Ind. Games,6209,5604,676,1534,279,31,121,640,471,905,.274,.331,.399,.730,45,53,25,35,152,115,50,-5.7
556,KCR,2015,162,95,67,Ind. Games,6116,5575,724,1497,300,42,139,689,383,973,.269,.322,.412,.734,34,47,28,77,133,104,34,4.5
557,KCR,1993,162,84,78,Ind. Games,6101,5522,675,1455,294,35,125,641,428,936,.263,.320,.397,.717,48,51,50,52,107,100,75,-9.5
558,KCR,2003,162,83,79,Ind. Games,6239,5568,836,1526,288,39,162,781,476,926,.274,.336,.427,.763,63,57,32,75,128,120,42,3.4
559,HOU,2013,162,51,111,Ind. Games,6020,5457,610,1307,266,16,148,566,426,1535,.240,.299,.375,.674,46,38,17,52,110,110,61,-15.6
560,HOU,1986,162,96,66,Ind. Games,6095,5441,654,1388,244,32,125,613,536,916,.255,.322,.381,.703,53,41,78,24,126,163,75,4.9
561,HOU,1991,162,65,97,Ind. Games,6147,5504,605,1345,240,43,79,570,502,1027,.244,.309,.347,.656,63,43,45,35,87,125,68,-7.4
562,HOU,1996,162,82,80,Ind. Games,6270,5508,753,1445,297,29,129,703,554,1057,.262,.336,.397,.733,68,55,64,84,115,180,63,5.2
563,HOU,2001,162,93,69,Ind. Games,6325,5528,847,1500,313,29,208,805,581,1119,.271,.347,.451,.798,71,56,52,89,128,64,49,6.1
564,HOU,2006,162,82,80,Ind. Games,6326,5521,735,1407,275,27,174,708,585,1076,.255,.332,.409,.741,100,46,54,73,122,79,36,-7.2
565,HOU,2011,162,56,106,Ind. Games,6150,5598,615,1442,309,28,95,579,401,1164,.258,.311,.374,.684,66,37,34,46,111,118,33,-8.5
566,HOU,1984,162,80,82,Ind. Games,6201,5548,693,1465,222,67,79,640,494,837,.264,.323,.371,.694,87,55,57,17,88,105,61,2.7
567,HOU,2016,162,84,78,Ind. Games,6204,5545,724,1367,291,29,198,689,554,1452,.247,.319,.417,.735,27,31,31,47,134,102,44,-2.8
568,HOU,1989,162,86,76,Ind. Games,6200,5516,647,1316,239,28,97,598,530,860,.239,.306,.345,.651,83,44,62,27,79,144,62,3.1
569,HOU,1999,162,97,65,Ind. Games,6403,5485,823,1463,293,23,168,784,728,1138,.267,.355,.420,.775,79,58,57,52,127,166,75,0.4
570,HOU,2004,162,92,70,Ind. Games,6269,5468,803,1458,294,36,187,756,590,999,.267,.342,.436,.778,98,52,54,61,128,89,30,4.8
571,HOU,2009,162,74,88,Ind. Games,6040,5436,643,1415,270,32,142,616,448,990,.260,.319,.400,.719,66,45,37,43,153,113,44,-2.2
572,HOU,1982,162,77,85,Ind. Games,6009,5440,569,1342,236,48,74,533,435,830,.247,.302,.349,.651,68,46,67,19,104,140,61,-3.8
573,HOU,2014,162,70,92,Ind. Games,6055,5447,629,1317,240,19,163,596,495,1442,.242,.309,.383,.692,22,36,27,55,122,122,37,-5.3
574,HOU,1987,162,76,86,Ind. Games,6149,5485,648,1386,238,28,122,603,526,936,.253,.318,.373,.691,58,50,52,24,115,162,46,-7.2
575,HOU,1992,162,81,81,Ind. Games,6163,5480,608,1350,255,38,96,582,506,1025,.246,.313,.359,.673,88,40,65,48,97,139,54,2.3
576,HOU,1997,162,84,78,Ind. Games,6363,5502,777,1427,314,40,133,720,633,1085,.259,.344,.403,.747,74,53,63,100,104,171,74,-1.3
577,HOU,2002,162,84,78,Ind. Games,6252,5503,749,1441,291,32,167,719,589,1120,.262,.338,.417,.755,64,37,57,59,144,71,27,-2.6
578,HOU,2007,162,73,89,Ind. Games,6324,5605,723,1457,293,30,167,700,547,1043,.260,.330,.412,.742,77,40,40,55,142,65,33,-8.1
579,HOU,2012,162,55,107,Ind. Games,6014,5407,583,1276,238,28,146,545,463,1365,.236,.302,.371,.673,54,30,19,58,114,105,46,-13.6
580,HOU,1985,162,83,79,Ind. Games,6192,5582,706,1457,261,42,121,666,477,873,.261,.319,.388,.707,66,44,63,23,127,96,56,4.8
581,HOU,1990,162,75,87,Ind. Games,6076,5379,573,1301,209,32,94,536,548,997,.242,.313,.345,.658,79,41,64,28,107,179,83,-8.7
582,HOU,2000,162,72,90,Ind. Games,6444,5570,938,1547,289,36,249,900,673,1129,.278,.361,.477,.837,57,61,57,83,154,114,52,2.2
583,HOU,2010,162,76,86,Ind. Games,6005,5452,611,1348,252,25,108,577,415,1025,.247,.303,.362,.665,75,29,27,33,130,100,36,-4.2
584,HOU,1983,162,85,77,Ind. Games,6173,5502,643,1412,239,60,97,615,517,869,.257,.320,.375,.695,81,54,71,19,76,164,95,1.6
585,HOU,2015,162,86,76,Ind. Games,6073,5459,729,1363,278,26,230,691,486,1392,.250,.315,.437,.752,28,43,22,56,102,121,48,1.2
586,HOU,2017,162,101,61,Ind. Games,6271,5611,896,1581,346,20,238,854,509,1087,.282,.346,.478,.823,11,61,27,70,139,98,42,15.0
587,HOU,1988,162,82,80,Ind. Games,6127,5494,617,1338,239,31,96,575,474,840,.244,.306,.351,.657,77,44,67,38,103,198,71,-1.0
588,HOU,1993,162,85,77,Ind. Games,6136,5464,716,1459,288,37,138,656,497,911,.267,.330,.409,.739,82,47,58,40,125,103,60,-1.7
589,HOU,1998,162,102,60,Ind. Games,6441,5641,874,1578,326,28,166,818,621,1122,.280,.356,.436,.792,58,49,52,72,146,155,51,12.1
590,HOU,2003,162,87,75,Ind. Games,6320,5583,805,1466,308,30,191,763,557,1021,.263,.336,.431,.767,61,38,44,81,125,66,30,-2.8
591,FLA,1996,162,80,82,Ind. Games,6194,5498,688,1413,240,30,150,650,553,1122,.257,.329,.393,.722,41,45,51,55,138,99,46,-8.9
592,FLA,2001,162,76,86,Ind. Games,6184,5542,742,1461,325,30,166,713,470,1145,.264,.326,.423,.749,60,45,43,67,118,89,40,-2.4
593,FLA,2006,162,78,84,Ind. Games,6191,5502,758,1454,309,42,182,713,497,1249,.264,.331,.435,.766,76,42,55,74,109,110,58,1.3
594,FLA,2011,162,72,90,Ind. Games,6232,5508,625,1358,274,30,149,596,542,1244,.247,.318,.388,.706,89,42,38,51,111,95,41,-5.4
595,FLA,1999,162,64,98,Ind. Games,6216,5578,691,1465,266,44,128,655,479,1145,.263,.325,.395,.719,44,56,30,59,119,92,46,-8.9
596,FLA,2004,162,83,79,Ind. Games,6160,5486,718,1447,275,32,148,677,499,968,.264,.329,.406,.736,77,40,37,58,142,96,43,0.7
597,FLA,2009,162,87,75,Ind. Games,6312,5572,772,1493,296,25,159,727,568,1226,.268,.340,.416,.756,70,39,46,63,110,75,35,7.2
598,FLA,1997,162,92,70,Ind. Games,6300,5439,740,1410,272,28,136,703,686,1074,.259,.346,.395,.741,71,42,55,61,132,115,58,4.2
599,FLA,2002,162,79,83,Ind. Games,6263,5496,699,1433,280,32,146,653,595,1130,.261,.337,.403,.740,59,49,69,61,129,177,73,-2.4
600,FLA,2007,162,71,91,Ind. Games,6344,5627,790,1504,340,38,201,749,521,1332,.267,.336,.448,.784,72,42,46,82,107,105,34,2.8
601,FLA,2005,162,83,79,Ind. Games,6214,5502,717,1499,306,32,128,678,512,918,.272,.339,.409,.748,82,50,61,67,144,96,38,-1.1
602,FLA,2010,162,80,82,Ind. Games,6194,5531,719,1403,294,37,152,686,514,1375,.254,.321,.403,.724,51,43,42,55,107,92,26,0.2
603,FLA,1993,162,64,98,Ind. Games,6127,5475,581,1356,197,31,94,542,498,1054,.248,.314,.346,.660,58,43,39,51,122,117,56,-19.3
604,FLA,1998,162,54,108,Ind. Games,6228,5558,667,1381,277,36,114,621,525,1120,.248,.317,.373,.690,70,29,30,45,121,115,57,-7.6
605,FLA,2003,162,91,71,Ind. Games,6186,5490,751,1459,292,44,157,709,515,978,.266,.333,.421,.754,82,41,44,57,114,150,74,-2.1
606,DET,2005,162,71,91,Ind. Games,6136,5602,723,1521,283,45,168,678,384,1038,.272,.321,.428,.750,44,52,24,53,137,66,28,-6.3
607,DET,2010,162,81,81,Ind. Games,6312,5643,751,1515,308,32,152,717,546,1147,.268,.335,.415,.750,41,41,50,41,118,69,30,3.2
608,DET,1983,162,92,70,Ind. Games,6246,5592,789,1530,283,53,156,749,508,831,.274,.335,.427,.762,48,59,37,39,123,93,53,7.3
609,DET,1988,162,88,74,Ind. Games,6153,5433,703,1358,213,28,143,650,588,841,.250,.324,.378,.703,66,37,38,29,136,87,42,2.7
610,DET,1993,162,85,77,Ind. Games,6505,5620,899,1546,282,38,178,853,765,1122,.275,.362,.434,.796,33,52,50,35,101,104,63,10.5
611,DET,1998,162,65,97,Ind. Games,6243,5664,722,1494,306,29,165,691,455,1070,.264,.323,.415,.738,16,45,25,62,111,122,62,-11.7
612,DET,2003,162,43,119,Ind. Games,6071,5466,591,1312,201,39,153,553,443,1099,.240,.300,.375,.675,65,49,24,47,114,98,63,-22.7
613,DET,2008,162,74,88,Ind. Games,6331,5641,821,1529,293,41,200,780,572,1076,.271,.340,.444,.784,30,44,23,44,144,63,31,2.4
614,DET,2013,162,93,69,Ind. Games,6388,5735,796,1625,292,23,176,767,531,1073,.283,.346,.434,.780,32,47,40,43,146,35,20,3.8
615,DET,1986,162,87,75,Ind. Games,6269,5512,798,1447,234,30,198,751,613,885,.263,.338,.424,.762,52,49,35,43,99,138,58,4.8
616,DET,1991,162,84,78,Ind. Games,6359,5547,817,1372,259,26,209,778,699,1185,.247,.333,.416,.749,38,44,40,31,90,109,47,4.7
617,DET,1996,162,53,109,Ind. Games,6203,5530,783,1413,257,21,204,741,546,1268,.256,.323,.420,.743,48,49,26,29,132,87,50,-11.7
618,DET,2001,162,66,96,Ind. Games,6145,5537,724,1439,291,60,139,691,466,972,.260,.320,.409,.730,41,49,26,51,120,133,61,-3.9
619,DET,2006,162,95,67,Ind. Games,6198,5642,822,1548,294,40,203,785,430,1133,.274,.329,.449,.777,45,36,27,45,120,60,40,0.6
620,DET,2017,162,64,98,Ind. Games,6150,5556,735,1435,289,35,187,699,503,1313,.258,.324,.424,.748,11,27,21,52,128,65,34,-7.2
621,DET,2011,162,95,67,Ind. Games,6231,5563,787,1540,297,34,169,750,521,1143,.277,.340,.434,.773,50,58,47,39,142,49,20,7.0
622,DET,1984,162,104,58,Ind. Games,6375,5644,829,1529,254,46,187,788,602,941,.271,.342,.432,.774,48,45,51,34,102,106,68,10.2
623,DET,1989,162,59,103,Ind. Games,6133,5432,617,1315,198,24,116,564,585,899,.242,.318,.351,.669,35,43,25,37,138,103,50,-6.5
624,DET,2004,162,72,90,Ind. Games,6285,5623,827,1531,284,54,201,800,518,1144,.272,.337,.449,.786,50,43,32,50,110,86,50,-2.2
625,DET,1982,162,83,79,Ind. Games,6166,5590,729,1489,237,40,177,684,470,807,.266,.324,.418,.742,41,39,29,26,99,93,66,-0.5
626,DET,2014,162,90,72,Ind. Games,6202,5630,757,1557,325,26,155,731,443,1144,.277,.331,.426,.757,24,61,51,44,137,106,41,6.6
627,DET,1987,162,98,64,Ind. Games,6444,5649,896,1535,274,32,225,840,653,913,.272,.349,.451,.800,39,56,44,46,108,106,50,10.8
628,DET,1992,162,75,87,Ind. Games,6310,5515,791,1411,256,16,182,746,675,1055,.256,.337,.407,.744,43,53,42,24,124,66,45,6.0
629,DET,1997,162,79,83,Ind. Games,6190,5481,784,1415,268,32,176,743,578,1164,.258,.332,.415,.747,34,47,37,49,120,161,72,-5.3
630,DET,2007,162,88,74,Ind. Games,6364,5757,887,1652,352,50,177,857,474,1054,.287,.345,.458,.802,31,45,45,56,128,103,30,4.6
631,DET,2012,162,88,74,Ind. Games,6119,5476,726,1467,279,39,163,698,511,1103,.268,.335,.422,.757,36,39,46,57,156,59,23,2.4
